8115,246587
12707,247192
12707,13142
12707,249807
12716,246990
12716,248775
12716,247559
12716,249827
12716,247258
12716,248294
12716,249831
12716,247560
12716,14623
250061,251312
250043,246587
250287,251507
248227,250022
248227,14692
248227,248241
14093,14295
14093,7767
1253,251995
8518,247559
8518,8591
8518,247419
8518,248294
8518,247746
8518,13885
8518,8584
8518,246942
8518,247258
8518,8585
8518,14692
8518,8572
8518,14623
8518,248775
8518,8582
8518,8593
8518,247560
8518,249831
8518,11440
8518,249827
8518,8592
8518,246990
14692,251864
14692,249125
14692,249119
14692,247940
14692,13115
14692,249110
14692,14566
14692,246217
14692,252247
14692,531
14692,249754
14692,14173
14692,15355
14692,249783
14692,12493
14692,11790
14692,14975
14692,249113
14692,246014
14692,13760
14692,250367
14692,249146
14692,250274
14692,16309
14692,246073
14692,14222
14692,12057
14692,249114
14692,248632
14692,251267
14692,251934
14692,250034
14692,306
14692,250403
14692,247625
14692,247694
14692,249667
14692,251312
14692,252032
14692,247398
14692,12143
14692,13755
14692,250072
14692,251568
14692,13402
14692,251009
14692,252046
14692,11373
14692,250916
14692,15315
14692,250413
14692,13394
14692,12819
14692,248703
14692,250407
14692,246046
14692,247022
14692,250498
14692,16298
14692,246814
14692,246114
14692,250061
14692,250787
14692,13134
14692,13738
14692,252383
14692,247264
14692,14281
14692,13185
14692,247255
14692,251545
14692,248757
14692,246258
14692,11572
14692,249838
14692,252006
14692,249109
14692,246170
14692,252442
14692,246925
14692,247291
14692,12367
14692,8002
14692,251531
14692,248307
14692,252670
14692,248816
14692,249266
14692,248889
14692,252746
14692,14488
14692,15078
14692,14978
14692,7582
14692,247635
14692,252573
14692,252450
14692,8445
14692,249478
14692,959
14692,250104
14692,248696
14692,13379
14692,251948
14692,15317
14692,250844
14692,249705
14692,246589
14692,14873
14692,249177
14692,251943
14692,250361
14692,246784
14692,250201
14692,251847
14692,252362
14692,252513
14692,13202
14692,249704
14692,246865
14692,250939
14692,13955
14692,15288
14692,252014
14692,248203
14692,15205
14692,14995
14692,11519
14692,1411
14692,249643
14692,250457
14692,7902
14692,250962
14692,249176
14692,248693
14692,251416
14692,12608
14692,1048
14692,14174
14692,246644
14692,565
14692,252088
14692,252710
14692,15291
14692,252734
14692,15382
14692,249508
14692,246840
14692,248559
14692,250184
14692,15377
14692,246929
14692,246958
14692,16354
14692,7571
14692,248607
14692,8033
14692,246994
14692,11451
14692,252370
14692,251617
14692,248112
14692,8315
14692,245983
14692,249222
14692,14290
14692,12387
14692,251165
14692,248088
14692,249245
14692,532
14692,6424
14692,250777
14692,250357
14692,252279
14692,982
14692,247499
14692,15293
14692,250834
14692,250205
14692,13762
14692,7898
14692,247400
14692,248020
14692,252203
14692,249257
14692,12027
14692,250801
14692,246002
14692,15241
14692,246851
14692,248625
14692,246587
14692,1393
14692,13692
14692,249129
14692,248185
14692,250040
14692,15070
14692,249192
14692,248615
14692,249217
14692,248057
14692,8439
14692,249121
14692,246775
14692,12574
14692,250263
14692,251973
14692,247601
14692,247970
14692,249974
14692,12126
14692,246057
14692,246606
14692,15215
14692,302
14692,8354
14692,249172
14692,251993
14692,246241
14692,252387
14692,248121
14692,419
14692,13236
14692,15005
14692,246736
14692,12066
14692,462
14692,250363
14692,15269
14692,252294
14692,246041
14692,250095
14692,8560
14692,248597
14692,249976
14692,251941
14692,252076
14692,248791
14692,351
14692,249066
14692,247042
14692,246599
14692,8437
14692,8520
14692,252209
14692,250065
14692,13389
14692,249745
14692,15203
14692,12670
14692,246719
14692,13673
14692,13404
14692,7899
14692,247790
14692,249026
14692,7511
14692,248538
14692,7927
14692,252267
14692,251832
14692,248011
14692,8493
14692,247751
14692,248722
14692,248777
14692,246791
14692,250231
14692,251104
14692,249880
14692,249182
14692,14623
14692,246277
14692,249790
14692,247519
14692,249904
14692,12773
14692,249073
14692,7557
14692,248806
14692,247622
14692,249142
14692,252557
14692,252476
14692,247432
14692,247399
14692,249204
14692,251437
14692,252539
14692,247680
14692,250281
14692,251946
14692,252330
14692,8251
14692,246498
14692,249738
14692,251264
14692,246615
14692,248141
14692,992
14692,247774
14692,13313
14692,247591
14692,13359
14692,15251
14692,12298
14692,247588
14692,12500
14692,246295
14692,246874
14692,250138
14692,12241
14692,12194
14692,250257
14692,13287
14692,248547
14692,577
14692,14163
14692,252169
14692,8567
14692,617
14692,322
14692,248596
14692,8546
14692,248775
14692,248568
14692,15350
14692,247545
14692,246201
14692,251779
14692,246122
14692,11891
14692,247752
14692,12402
14692,251451
14692,8151
14692,246755
14692,247370
14692,14190
14692,247173
14692,8217
14692,1255
14692,246256
14692,249799
14692,250917
14692,251836
14692,247803
14692,251021
14692,252749
14692,247427
14692,252130
14692,251959
14692,14206
14692,11880
14692,246033
14692,246876
14692,251188
14692,252007
14692,251107
14692,7569
14692,11789
14692,15370
14692,248079
14692,250296
14692,11548
14692,249168
14692,251109
14692,247585
14692,246997
14692,13227
14692,250089
14692,15287
14692,251805
14692,247631
14692,246830
14692,246656
14692,246785
14692,251233
14692,12501
14692,248277
14692,251823
14692,251448
14692,251867
14692,7978
14692,252754
14692,249691
14692,248267
14692,8292
14692,252005
14692,247677
14692,249106
14692,7940
14692,252012
14692,843
14692,247526
14692,247756
14692,252232
14692,14506
14692,251273
14692,250048
14692,13200
14692,14675
14692,246859
14692,14867
14692,252436
14692,8289
14692,251830
14692,251547
14692,249143
14692,13961
14692,252358
14692,251831
14692,13777
14692,252664
14692,248626
14692,248094
14692,249503
14692,249189
14692,247930
14692,8144
14692,252164
14692,246767
14692,252540
14692,249524
14692,7851
14692,11777
14692,5689
14692,252481
14692,8176
14692,14689
14692,246981
14692,7911
14692,250039
14692,252715
14692,7897
14692,252533
14692,1350
14692,246116
14692,249171
14692,1419
14692,14126
14692,246749
14692,15354
14692,11437
14692,8205
14692,12755
14692,250992
14692,247956
14692,246243
14692,247405
14692,246688
14692,249135
14692,850
14692,249552
14692,251929
14692,248214
14692,249265
14692,8448
14692,247876
14692,247802
14692,250251
14692,252393
14692,7905
14692,247667
14692,249879
14692,251277
14692,249607
14692,14288
14692,247044
14692,248664
